Rank	Movie	Release Date	Theatrical Distributor	MPAA Rating	Gross	Tickets Sold	Gender
11	Underworld 3: Rise of the L…	2009-01-23	Sony Pictures	R	$45,802,315	6,106,975	Action
12	Surrogates	2009-09-25	Walt Disney	PG-13	$38,577,772	5,143,703	Action
13	Ninja Assassin	2009-11-25	Warner Bros.	R	$37,492,774	4,999,037	Action
14	Fighting	2009-04-24	Universal	PG-13	$23,091,010	3,078,801	Action
15	Gamer	2009-09-04	Lionsgate	R	$20,534,907	2,737,988	Action
16	Cirque du Freak: The Vampir…	2009-10-23	Universal	PG-13	$14,046,595	1,872,879	Action
17	12 Rounds	2009-03-27	20th Century Fox	PG-13	$12,234,694	1,631,293	Action
18	The Boondock Saints 2: All …	2009-10-30	Apparition	R	$9,957,954	1,327,727	Action
19	Street Fighter: The Legend …	2009-02-27	20th Century Fox	PG-13	$8,742,261	1,165,635	Action
20	Quantum of Solace	2008-11-14	Sony Pictures	PG-13	$2,548,014	339,735	Action
21	The Dark Knight	2008-07-18	Warner Bros.	PG-13	$2,343,780	312,504	Action
22	The Spirit	2008-12-25	Lionsgate	PG-13	$2,062,450	274,993	Action
23	Red Cliff	2009-11-20	Magnolia Pictures	R	$526,841	70,245	Action
24	Der Baader Meinhof Komplex	2009-08-21	Vitagraph Films	R	$476,270	63,502	Action
25	BLUE	2009-10-16	Viva Entertainment	Not Rated	$321,640	42,885	Action
26	Blood: The Last Vampire	2009-07-10	Samuel Goldwyn Films	R	$256,682	34,224	Action
27	Outlander	2009-01-23	Third Rail	R	$166,003	22,133	Action
28	Ong-Bak 2	2009-10-23	Magnolia Pictures	R	$102,458	13,661	Action
29	Chocolate	2009-01-30	Magnolia Pictures	R	$14,845	1,979	Action
30	Max Payne	2008-10-17	20th Century Fox	PG-13	$12,164	1,622	Action
31	Mutant Chronicles	2009-04-24	Magnolia Pictures	R	$6,820	909	Action
32	Break	2009-05-01	Cinema Epoch	Not Rated	$1,191	158	Action
1	Avatar	2009-12-18	20th Century Fox	PG-13	$408,392,727	51,760,802	Action
2	Iron Man 2	2010-05-07	Paramount Pictures	PG-13	$312,433,331	39,598,648	Action
3	The Karate Kid	2010-06-11	Sony Pictures	PG	$176,591,618	22,381,701	Action
4	Clash of the Titans	2010-04-01	Warner Bros.	PG-13	$163,214,888	20,686,298	Action
5	Robin Hood	2010-05-14	Universal	PG-13	$105,487,148	13,369,727	Action
6	The Expendables	2010-08-13	Lionsgate	R	$103,068,524	13,063,184	Action
7	The Book of Eli	2010-01-15	Warner Bros.	R	$94,835,059	12,019,653	Action
8	Prince of Persia: Sands of …	2010-05-28	Walt Disney	PG-13	$90,759,676	11,503,127	Action
9	Red	2010-10-15	Summit Entertainment	PG-13	$89,505,187	11,344,130	Action
10	Unstoppable	2010-11-12	20th Century Fox	PG-13	$79,468,486	10,072,051	Action
11	The A-Team	2010-06-11	20th Century Fox	PG-13	$77,222,099	9,787,338	Action
12	Knight and Day	2010-06-23	20th Century Fox	PG-13	$76,423,035	9,686,063	Action
13	Predators	2010-07-09	20th Century Fox	R	$52,000,688	6,590,708	Action
14	Killers	2010-06-04	Lionsgate	PG-13	$47,059,963	5,964,507	Action
15	Machete	2010-09-03	20th Century Fox	R	$26,593,646	3,370,551	Action
16	The Losers	2010-04-23	Warner Bros.	PG-13	$23,591,432	2,990,042	Action
17	Faster	2010-11-24	CBS Films	R	$22,856,870	2,896,941	Action
18	Repo Men	2010-03-19	Universal	R	$13,942,007	1,767,048	Action
19	Jonah Hex	2010-06-18	Warner Bros.	PG-13	$10,547,117	1,336,770	Action
20	2012	2009-11-13	Sony Pictures	PG-13	$2,670,038	338,408	Action
21	Robot	2010-10-01	B4U Movies	Not Rated	$2,276,427	288,520	Action
22	Ninja Assassin	2009-11-25	Warner Bros.	R	$630,109	79,862	Action
23	Veer	2010-01-22	Eros Entertainment	Not Rated	$527,193	66,817	Action
24	The Boondock Saints 2: All …	2009-10-30	Apparition	R	$315,233	39,953	Action
25	Once Upon a Time in Mumbai	2010-07-30	Viva Entertainment	Not Rated	$302,862	38,385	Action
26	Tau ming chong	2010-04-02		R	$129,078	16,359	Action
27	Joheunnom nabbeunnom isangh…	2010-04-23		R	$128,486	16,284	Action
28	Centurion	2010-08-27	Magnolia Pictures	R	$123,570	15,661	Action
29	Red Cliff	2009-11-20	Magnolia Pictures	R	$100,206	12,700	Action
30	God of Vampires	2010-07-02	Nocturnal Features	Not Rated	$56,705	7,186	Action
31	Valhalla Rising	2010-07-16	IFC Films	Not Rated	$30,638	3,883	Action
32	The Korean	2010-02-05	Indican Pictures	Not Rated	$20,279	2,570	Action
33	Bitch Slap	2010-01-08	Freestyle Releasing	R	$17,365	2,200	Action
34	Jerusalema	2010-06-11	Anchor Bay Entert…	R	$7,294	924	Action
1	Transformers: Dark of the Moon	2011-06-29	Paramount Pictures	PG-13	$352,390,543	44,437,647	Action
2	Fast Five	2011-04-29	Universal	PG-13	$210,031,325	26,485,665	Action
3	Thor	2011-05-06	Paramount Pictures	PG-13	$181,030,624	22,828,578	Action
4	Captain America: The First …	2011-07-22	Paramount Pictures	PG-13	$176,654,505	22,276,735	Action
5	X-Men: First Class	2011-06-03	20th Century Fox	PG-13	$146,408,305	18,462,586	Action
6	Mission: Impossible—Ghost P…	2011-12-16	Paramount Pictures	PG-13	$141,186,646	17,804,117	Action
7	Sherlock Holmes: A Game of …	2011-12-16	Warner Bros.	PG-13	$136,910,219	17,264,845	Action
8	Green Lantern	2011-06-17	Warner Bros.	PG-13	$116,601,172	14,703,805	Action
9	Cowboys and Aliens	2011-07-29	Universal	PG-13	$100,368,560	12,656,817	Action
10	The Green Hornet	2011-01-14	Sony Pictures	PG-13	$98,780,042	12,456,499	Action
11	Real Steel	2011-10-07	Walt Disney	PG-13	$84,493,241	10,654,885	Action
12	Battle: Los Angeles	2011-03-11	Sony Pictures	PG-13	$83,552,429	10,536,245	Action
13	Immortals	2011-11-11	Relativity	R	$82,656,999	10,423,329	Action
14	Sucker Punch	2011-03-25	Warner Bros.	R	$36,392,502	4,589,218	Action
15	Drive	2011-09-16	FilmDistrict	R	$34,833,047	4,392,565	Action
16	The Mechanic	2011-01-28	CBS Films	R	$29,121,498	3,672,320	Action
17	Killer Elite	2011-09-23	Open Road	R	$25,124,986	3,168,346	Action
18	Season of the Witch	2011-01-07	Relativity	PG-13	$24,827,228	3,130,797	Action
19	Sanctum	2011-02-04	Universal	R	$23,209,310	2,926,773	Action
20	Conan the Barbarian	2011-08-19	Lionsgate	R	$21,295,021	2,685,374	Action
21	The Eagle	2011-02-11	Focus Features	PG-13	$19,490,041	2,457,760	Action
22	The Darkest Hour	2011-12-25	Summit Entertainment	PG-13	$13,137,963	1,656,741	Action
23	Drive Angry	2011-02-25	Summit Entertainment	R	$10,721,033	1,351,958	Action
24	Don 2	2011-12-22	Reliance Big Pict…	Not Rated	$3,174,426	400,305	Action
25	Ra. One	2011-10-26	Eros Entertainment	Not Rated	$2,509,150	316,412	Action
26	Unstoppable	2010-11-12	20th Century Fox	PG-13	$2,094,456	264,118	Action
27	Bodyguard	2011-08-31	Reliance Big Pict…	Not Rated	$1,834,384	231,322	Action
28	Salvando al Soldado Perez	2011-09-02	Lionsgate	PG-13	$1,400,726	176,636	Action
29	Attack the Block	2011-07-29	Sony Pictures	R	$1,024,175	129,151	Action
30	Red	2010-10-15	Summit Entertainment	PG-13	$874,975	110,337	Action
31	Jûsan-nin no shikaku	2011-04-29	Magnolia Pictures	R	$802,778	101,233	Action
32	Hobo with a Shotgun	2011-05-06	Magnolia Pictures	Not Rated	$703,372	88,697	Action
33	Metropolis	1927-03-06	Paramount Pictures	Not Rated	$556,412	70,165	Action
34	Faster	2010-11-24	CBS Films	R	$383,150	48,316	Action
35	Ip Man: Legend of the Grand…	2011-01-28	Variance Films	R	$205,675	25,936	Action
36	Bellflower	2011-08-05	Oscilloscope Pict…	R	$168,226	21,213	Action
37	Game	2011-04-01	Eros Entertainment	Not Rated	$132,035	16,650	Action
38	Tropa de Elite 2: O Inimigo…	2011-11-11	Variance Films	Not Rated	$85,503	10,782	Action
39	Su Qi Er	2011-05-13	Indomina Releasing	R	$80,096	10,100	Action
40	Shaolin	2011-09-09	Variance Films	R	$66,099	8,335	Action
41	Gekijouban Trigun: Badlands…	2011-07-08	Eleven Arts	Not Rated	$62,027	7,821	Action
42	Jing mo fung wan: Chen Zhen	2011-04-22	Variance Films	R	$50,433	6,359	Action
43	Choi-jong-byeong-gi-hwal	2011-10-14	CJ Entertainment	R	$40,685	5,130	Action
44	Bay Rong	2011-03-11	Variance Films	R	$27,052	3,411	Action
45	Bonnie & Clyde vs. Dracula	2011-03-11	Indican Pictures	Not Rated	$25,027	3,155	Action
46	Ong Bak 3	2011-01-14	Magnet Pictures	R	$14,890	1,877	Action
47	Saheb Biwi Aur Gangster	2011-09-30	UTV Communications	Not Rated	$14,231	1,794	Action
48	The Heir Apparent: Largo Winch	2011-11-18	Music Box Films	Not Rated	$8,019	1,011	Action
49	Blood Ties	2011-02-11	Afterlight Pictures	Not Rated	$2,761	348	Action
1	The Avengers	2012-05-04	Walt Disney	PG-13	$623,357,910	78,311,295	Action
2	The Dark Knight Rises	2012-07-20	Warner Bros.	PG-13	$448,139,099	56,298,881	Action
3	Skyfall	2012-11-08	Sony Pictures	PG-13	$296,804,366	37,286,980	Action
4	The Expendables 2	2012-08-17	Lionsgate	R	$85,028,192	10,681,933	Action
5	Act of Valor	2012-02-24	Relativity	R	$70,012,847	8,795,583	Action
6	Mission: Impossible—Ghost P…	2011-12-16	Paramount Pictures	PG-13	$68,211,257	8,569,253	Action
7	Contraband	2012-01-13	Universal	R	$66,528,000	8,357,788	Action
8	Looper	2012-09-28	Sony Pictures	R	$66,486,205	8,352,538	Action
9	Battleship	2012-05-18	Universal	PG-13	$65,233,400	8,195,150	Action
10	Underworld: Awakening	2012-01-20	Sony Pictures	R	$62,321,039	7,829,276	Action
11	Total Recall	2012-08-03	Sony Pictures	PG-13	$58,877,969	7,396,729	Action
12	Ghost Rider: Spirit of Veng…	2012-02-17	Sony Pictures	PG-13	$51,774,002	6,504,271	Action
13	Sherlock Holmes: A Game of …	2011-12-16	Warner Bros.	PG-13	$49,938,199	6,273,643	Action
14	Red Tails	2012-01-20	20th Century Fox	PG-13	$49,876,377	6,265,876	Action
15	Red Dawn	2012-11-21	Open Road	PG-13	$43,877,043	5,512,191	Action
16	Safe	2012-04-27	Lionsgate	R	$17,142,080	2,153,527	Action
17	The Man with the Iron Fists	2012-11-02	Universal	R	$15,634,090	1,964,081	Action
18	Dredd	2012-09-21	Lionsgate	R	$13,414,714	1,685,265	Action
19	The Darkest Hour	2011-12-25	Summit Entertainment	PG-13	$8,305,531	1,043,408	Action
20	For Greater Glory: The True…	2012-06-01	ARC Entertainment	R	$5,669,081	712,196	Action
21	Serbuan maut	2012-03-23	Sony Pictures Cla…	R	$4,105,123	515,718	Action
22	Agneepath	2012-01-06	Eros Entertainment	Not Rated	$1,973,574	247,936	Action
23	Real Steel	2011-10-07	Walt Disney	PG-13	$970,068	121,867	Action
24	Immortals	2011-11-11	Relativity	R	$847,018	106,409	Action
25	Dodookdeul	2012-10-12	Well Go USA	Not Rated	$532,699	66,921	Action
26	Don 2	2011-12-22	Reliance Big Pict…	Not Rated	$500,054	62,820	Action
27	Seeking Justice	2012-03-16	Anchor Bay Entert…	R	$411,746	51,726	Action
28	Stolen	2012-09-14	Alchemy	R	$289,773	36,403	Action
29	Drive	2011-09-16	FilmDistrict	R	$227,642	28,598	Action
30	Thaandavam	2012-09-28	UTV Communications	Not Rated	$213,476	26,818	Action
31	Tai Chi Zero	2012-10-19	Variance Films	PG-13	$212,094	26,644	Action
32	Vettai	2012-01-13	UTV Communications	Not Rated	$202,581	25,449	Action
33	Long men fei jia	2012-08-31	Indomina Releasing	R	$170,276	21,391	Action
34	Mugamoodi	2012-08-31	UTV Communications	Not Rated	$101,911	12,802	Action
35	Paan Singh Tomar	2012-03-02	UTV Communications	Not Rated	$40,311	5,064	Action
36	Hua Pi 2	2012-08-17	Well Go USA	Not Rated	$33,212	4,172	Action
37	Sacrifice	2011-04-26	Alchemy	R	$27,899	3,504	Action
38	Tropa de Elite 2: O Inimigo…	2011-11-11	Variance Films	Not Rated	$14,616	1,836	Action
39	Wu Xia	2012-11-30	Weinstein Co.	R	$11,300	1,419	Action
40	Total Recall	1990-06-01	Sony Pictures	R	$11,299	1,419	Action
41	Forces spéciales	2012-10-12	Entertainment One	R	$10,759	1,351	Action
42	Arjun The Warrior Prince	2011-05-25	UTV Communications	Not Rated	$10,017	1,258	Action
43	BRO'	2012-06-22		R	$9,329	1,171	Action
44	Universal Soldier: Day of R…	2012-11-30	Magnet Pictures	R	$5,460	685	Action
45	Tomorrow When the War Began	2012-02-24	Freestyle Releasing	R	$4,936	620	Action
46	The Heir Apparent: Largo Winch	2011-11-18	Music Box Films	Not Rated	$2,333	293	Action
47	Ta-weo	2012-12-31		Not Rated	$726	91	Action
1	Iron Man 3	2013-05-03	Walt Disney	PG-13	$408,992,272	50,306,552	Action
2	Man of Steel	2013-06-14	Warner Bros.	PG-13	$291,045,518	35,798,956	Action
3	Fast and Furious 6	2013-05-24	Universal	PG-13	$238,679,850	29,357,915	Action
4	Thor: The Dark World	2013-11-08	Walt Disney	PG-13	$203,449,204	25,024,502	Action
5	World War Z	2013-06-21	Paramount Pictures	PG-13	$202,359,711	24,890,493	Action
6	The Wolverine	2013-07-26	20th Century Fox	PG-13	$132,556,852	16,304,655	Action
7	G.I. Joe: Retaliation	2013-03-27	Paramount Pictures	PG-13	$122,523,060	15,070,487	Action
8	Pacific Rim	2013-07-12	Warner Bros.	PG-13	$101,802,906	12,521,882	Action
9	Elysium	2013-08-09	Sony Pictures	R	$93,050,117	11,445,278	Action
10	2 Guns	2013-08-02	Universal	R	$75,612,460	9,300,425	Action
11	A Good Day to Die Hard	2013-02-14	20th Century Fox	R	$67,349,198	8,284,034	Action
12	After Earth	2013-05-31	Sony Pictures	PG-13	$60,522,097	7,444,292	Action
13	Hansel & Gretel: Witch Hunters	2013-01-25	Paramount Pictures	R	$55,703,475	6,851,595	Action
14	RED 2	2013-07-19	Lionsgate	PG-13	$53,262,560	6,551,360	Action
15	Pain & Gain	2013-04-26	Paramount Pictures	R	$49,875,291	6,134,722	Action
16	Gangster Squad	2013-01-11	Warner Bros.	R	$46,000,903	5,658,167	Action
17	Riddick	2013-09-06	Universal	R	$42,025,135	5,169,143	Action
18	R.I.P.D.	2013-07-19	Universal	PG-13	$33,618,855	4,135,160	Action
19	47 Ronin	2013-12-25	Universal	PG-13	$32,687,680	4,020,624	Action
20	Kick-Ass 2	2013-08-16	Universal	R	$28,795,985	3,541,941	Action
21	Homefront	2013-11-27	Open Road	R	$20,158,492	2,479,519	Action
22	The Last Stand	2013-01-18	Lionsgate	R	$12,050,299	1,482,201	Action
23	Bullet to the Head	2013-02-01	Warner Bros.	R	$9,489,829	1,167,260	Action
24	Machete Kills	2013-10-11	Open Road	R	$8,008,161	985,013	Action
25	Dhoom 3	2013-12-20	Yash Raj Films	Not Rated	$7,846,872	965,174	Action
26	Skyfall	2012-11-08	Sony Pictures	PG-13	$7,555,911	929,386	Action
27	Yi dai zong shi	2013-08-23	Weinstein Co.	PG-13	$6,594,959	811,188	Action
28	Top Gun	1986-05-16	Paramount Pictures	PG	$5,418,430	666,473	Action
29	Oldboy	2013-11-27	FilmDistrict	R	$2,193,658	269,822	Action
30	Race 2	2013-01-25	UTV Communications	Not Rated	$1,579,940	194,334	Action
31	Red Dawn	2012-11-21	Open Road	PG-13	$929,740	114,359	Action
32	Shootout at Wadala	2013-05-03	Eros Entertainment	Not Rated	$369,310	45,425	Action
33	Lone Survivor	2013-12-25	Universal	R	$326,685	40,182	Action
34	Himmatwala	2013-03-29	UTV Communications	Not Rated	$270,880	33,318	Action
35	Cinco de Mayo, La Batalla	2013-05-03	Lionsgate	R	$173,472	21,337	Action
36	Jeonseolui Joomeok	2013-04-12	CJ Entertainment	Not Rated	$134,213	16,508	Action
37	Un flic	2013-04-19	Rialto Pictures	Not Rated	$48,040	5,908	Action
38	Yip Man: Jung gik yat jin	2013-09-20	Well Go USA	PG-13	$37,884	4,659	Action
39	Tai Chi Hero	2013-04-26	Well Go USA	Not Rated	$30,830	3,792	Action
40	The Sweeney	2013-03-01	Entertainment One	R	$26,345	3,240	Action
41	Bai she chuan shuo	2013-02-08	Magnolia Pictures	PG-13	$18,759	2,307	Action
42	Violet and Daisy	2013-06-07	Cinedigm	R	$17,186	2,113	Action
43	Pawn Shop Chronicles	2013-07-12	Anchor Bay Entert…	R	$8,088	994	Action
44	The Package	2013-02-15	Anchor Bay Entert…	R	$1,470	180	Action
45	Hammer of the Gods	2013-07-05	Magnet Pictures	R	$614	75	Action
1	Guardians of the Galaxy	2014-08-01	Walt Disney	PG-13	$333,055,258	40,765,637	Action
2	Captain America: The Winter…	2014-04-04	Walt Disney	PG-13	$259,746,958	31,792,773	Action
3	Transformers: Age of Extinc…	2014-06-27	Paramount Pictures	PG-13	$245,439,076	30,041,502	Action
4	X-Men: Days of Future Past	2014-05-23	20th Century Fox	PG-13	$233,921,534	28,631,766	Action
5	The Amazing Spider-Man 2	2014-05-02	Sony Pictures	PG-13	$202,853,933	24,829,122	Action
6	Godzilla	2014-05-16	Warner Bros.	PG-13	$200,676,069	24,562,554	Action
7	Lucy	2014-07-25	Universal	R	$126,573,960	15,492,528	Action
8	Lone Survivor	2013-12-25	Universal	R	$124,768,916	15,271,593	Action
9	300: Rise of an Empire	2014-03-07	Warner Bros.	R	$106,580,051	13,045,293	Action
10	The Maze Runner	2014-09-19	20th Century Fox	PG-13	$102,104,191	12,497,452	Action
11	The Equalizer	2014-09-26	Sony Pictures	R	$101,364,626	12,406,930	Action
12	Edge of Tomorrow	2014-06-06	Warner Bros.	PG-13	$100,206,256	12,265,147	Action
13	Non-Stop	2014-02-28	Universal	PG-13	$91,742,160	11,229,150	Action
14	RoboCop	2014-02-12	Sony Pictures	PG-13	$58,607,007	7,173,440	Action
15	Dracula Untold	2014-10-10	Universal	PG-13	$55,991,880	6,853,351	Action
16	Jack Ryan: Shadow Recruit	2014-01-17	Paramount Pictures	PG-13	$50,577,412	6,190,625	Action
17	Need for Speed	2014-03-14	Walt Disney	PG-13	$43,568,507	5,332,742	Action
18	John Wick	2014-10-24	Lionsgate	R	$42,925,323	5,254,017	Action
19	The Expendables 3	2014-08-15	Lionsgate	PG-13	$39,322,544	4,813,040	Action
20	A Walk Among the Tombstones	2014-09-19	Universal	R	$26,017,685	3,184,539	Action
21	Pompeii	2014-02-21	Sony Pictures	PG-13	$23,169,033	2,835,866	Action
22	Brick Mansions	2014-04-25	Relativity	PG-13	$20,396,829	2,496,551	Action
23	I, Frankenstein	2014-01-24	Lionsgate	PG-13	$19,075,290	2,334,796	Action
24	Sin City: A Dame to Kill For	2014-08-22	Weinstein Co.	R	$13,757,804	1,683,941	Action
25	Sabotage	2014-03-28	Open Road	R	$10,508,518	1,286,232	Action
26	47 Ronin	2013-12-25	Universal	PG-13	$5,674,795	694,589	Action
27	Thor: The Dark World	2013-11-08	Walt Disney	PG-13	$2,912,936	356,540	Action
28	Myeong-ryang	2014-08-08	CJ Entertainment	Not Rated	$2,830,989	346,510	Action
29	Serbuan maut 2: Berandal	2014-03-28	Sony Pictures Cla…	R	$2,625,803	321,395	Action
30	Bang Bang	2014-10-02	FIP	Not Rated	$2,581,138	315,928	Action
31	Kick	2014-07-25	UTV Communications	Not Rated	$2,472,695	302,655	Action
32	Singham Returns	2014-08-15	Eros Entertainment	Not Rated	$1,226,581	150,132	Action
33	Jai Ho	2014-01-24	Eros Entertainment	Not Rated	$1,187,266	145,320	Action
34	Kochadaiiyaan	2014-04-11	Eros Entertainment	Not Rated	$583,172	71,379	Action
35	Ek Villain	2014-06-27	Eros Entertainment	Not Rated	$414,116	50,687	Action
36	Innocence	2014-09-05	JSC Entertainment	PG-13	$292,824	35,841	Action
37	The Breakup Guru	2014-06-27	China Lion Film D…	Not Rated	$208,959	25,576	Action
38	Dhoom 3	2013-12-20	Yash Raj Films	Not Rated	$185,083	22,653	Action
39	Action Jackson	1988-02-12	Lorimar Motion Pi…	R	$171,795	21,027	Action
40	Kundo: min-ran-eui-si-dae	2014-08-29	Well Go USA	Not Rated	$120,857	14,792	Action
41	Tiger & Bunny the Movie: Th…	2014-03-14	Eleven Arts	Not Rated	$61,562	7,535	Action
42	Jigoku de naze warui	2014-11-07	Drafthouse Films	Not Rated	$19,621	2,401	Action
43	Guardian Angel	2014-10-17	Richmond Media En…	R	$19,480	2,384	Action
44	Falcon Rising	2014-09-04	Freestyle Releasing	R	$11,774	1,441	Action
45	Bing Fung: Chung Sang Chi Mun	2014-09-19	Well Go USA	R	$7,679	939	Action
46	Autoreiji: Biyondo	2014-01-03	Magnolia Pictures	R	$3,878	474	Action
47	Raze	2014-01-10	IFC Midnight	R	$3,453	422	Action
48	Black Out	2014-02-21	Music Box Films	Not Rated	$2,734	334	Action
49	Revenge of the Green Dragons	2014-10-24	A24	R	$2,500	305	Action
50	Tom yum goong 2	2014-05-02	Magnet Pictures	R	$2,463	301	Action
51	Arme Riddere	2014-06-27	Doppelganger Rele…	Not Rated	$806	98	Action
1	Jurassic World	2015-06-12	Universal	PG-13	$652,270,625	77,374,926	Action
2	Avengers: Age of Ultron	2015-05-01	Walt Disney	PG-13	$459,005,868	54,449,094	Action
3	Furious 7	2015-04-03	Universal	PG-13	$353,007,020	41,875,091	Action
4	Spectre	2015-11-06	Sony Pictures	PG-13	$197,102,585	23,381,090	Action
5	Mission: Impossible—Rogue N…	2015-07-31	Paramount Pictures	PG-13	$195,042,377	23,136,699	Action
6	Ant-Man	2015-07-17	Walt Disney	PG-13	$180,202,163	21,376,294	Action
7	Mad Max: Fury Road	2015-05-15	Warner Bros.	R	$153,214,368	18,174,895	Action
8	The Divergent Series: Insur…	2015-03-20	Lionsgate	PG-13	$130,179,072	15,442,357	Action
9	Kingsman: The Secret Service	2015-02-13	20th Century Fox	R	$128,261,724	15,214,914	Action
10	Terminator: Genisys	2015-07-01	Paramount Pictures	PG-13	$89,760,956	10,647,800	Action
11	Taken 3	2015-01-09	20th Century Fox	PG-13	$89,256,424	10,587,951	Action
12	Maze Runner: The Scorch Trials	2015-09-18	20th Century Fox	PG-13	$81,630,702	9,683,357	Action
13	Fantastic Four	2015-08-07	20th Century Fox	PG-13	$56,117,548	6,656,886	Action
14	Jupiter Ascending	2015-02-06	Warner Bros.	PG-13	$47,482,519	5,632,564	Action
15	The Man From U.N.C.L.E.	2015-08-14	Warner Bros.	PG-13	$45,445,109	5,390,878	Action
16	Chappie	2015-03-06	Sony Pictures	R	$31,569,268	3,744,872	Action
17	The Last Witch Hunter	2015-10-23	Lionsgate	PG-13	$27,367,660	3,246,460	Action
18	Run All Night	2015-03-13	Warner Bros.	R	$26,461,644	3,138,985	Action
19	Hitman: Agent 47	2015-08-21	20th Century Fox	R	$22,467,450	2,665,178	Action
20	The Transporter Refueled	2015-09-04	EuropaCorp	PG-13	$16,029,670	1,901,502	Action
21	Point Break	2015-12-25	Warner Bros.	PG-13	$15,584,535	1,848,699	Action
22	Bajrangi Bhaijaan	2015-07-17	Eros Entertainment	Not Rated	$8,178,001	970,106	Action
23	Doragon bôru Z: Fukkatsu no…	2015-08-04	FUNimation	Not Rated	$8,008,363	949,983	Action
24	Mortdecai	2015-01-23	Lionsgate	R	$7,696,134	912,945	Action
25	Baahubali: The Beginning	2015-07-10	Bluesky Cinemas	Not Rated	$6,738,000	799,288	Action
26	Beyond the Mask	2015-04-06	Gathr Films	PG	$1,236,094	146,630	Action
27	Veteran	2015-08-14	CJ Entertainment	Not Rated	$1,155,652	137,088	Action
28	Lao pao er	2015-12-24	China Lion Film D…	Not Rated	$1,070,706	127,011	Action
29	Singh Is Bliing	2015-10-02	Eros Entertainment	Not Rated	$919,095	109,026	Action
30	Brothers	2015-08-14	Fox International	Not Rated	$656,688	77,899	Action
31	Phantom	2015-08-28	UTV Communications	Not Rated	$489,984	58,123	Action
32	The Last: Naruto the Movie	2015-02-20	Eleven Arts	Not Rated	$483,795	57,389	Action
33	The Maze Runner	2014-09-19	20th Century Fox	PG-13	$323,671	38,395	Action
34	Gabbar is Back	2015-05-01	Eros Entertainment	Not Rated	$276,429	32,791	Action
35	Boruto: Naruto the Movie	2015-10-09	Eleven Arts	Not Rated	$259,028	30,726	Action
36	Shingeki no kyojin	2015-09-30	FUNimation	Not Rated	$258,794	30,699	Action
37	Shingeki no kyojin endo obu…	2014-09-23	FUNimation	Not Rated	$243,356	28,867	Action
38	Tevar	2015-01-09	Eros Entertainment	Not Rated	$236,002	27,995	Action
39	Heneral Luna	2015-10-30	Abramorama Films	R	$206,040	24,441	Action
40	The Equalizer	2014-09-26	Sony Pictures	R	$166,112	19,705	Action
41	Zhong Kui fu mo: Xue yao mo…	2015-02-27	Well Go USA	Not Rated	$165,428	19,623	Action
42	Yi ge ren de wu lin	2015-04-24	Well Go USA	Not Rated	$129,115	15,316	Action
43	Guardians of the Galaxy	2014-08-01	Walt Disney	PG-13	$116,854	13,861	Action
44	John Wick	2014-10-24	Lionsgate	R	$112,512	13,346	Action
45	Memories of the Sword	2015-08-28	Well Go USA	Not Rated	$111,071	13,175	Action
46	Kôkaku Kidôtai	2015-11-10	FUNimation	Not Rated	$101,203	12,005	Action
47	Jie jiu wu xian sheng	2015-10-02	Dada Films	Not Rated	$92,696	10,995	Action
48	Tian jiang xiong shi	2015-09-04	Lionsgate	R	$74,070	8,786	Action
49	Bou Chau Mai Sing	2015-07-31	Well Go USA	Not Rated	$32,053	3,802	Action
50	Americons	2015-01-23	Archstone Enterta…	R	$28,782	3,414	Action
51	Big Game	2015-06-26	EuropaCorp	PG-13	$24,752	2,936	Action
52	The Challenger	2015-09-11	Freestyle Releasing	PG-13	$19,003	2,254	Action
53	Jigoku de naze warui	2014-11-07	Drafthouse Films	Not Rated	$8,913	1,057	Action
54	The Dead Lands	2015-04-17	Magnolia Pictures	R	$5,240	621	Action
55	Wild Card	2015-01-30	Lionsgate	R	$3,200	379	Action
56	Tracers	2015-03-20	Lionsgate	PG-13	$2,000	237	Action
57	Everly	2015-02-23	RADiUS-TWC	R	$1,800	213	Action
58	Son of a Gun	2015-01-23	A24	R	$1,411	167	Action
59	Skin Trade	2015-05-08	Magnolia Pictures	R	$1,242	147	Action
