Rank	Movie	Release Date	Theatrical Distributor	MPAA Rating	Gross	Tickets Sold	Gender
40	Haunted Castle	2001-03-02	nWave Pictures	PG	$541,636	82,692	Adventure
41	Romeo & Juliet: Sealed with…	2006-10-27	Indican Pictures	G	$174,299	26,610	Adventure
42	Kaptein Sabeltann	2006-09-22	Indican Pictures	Not Rated	$105,152	16,053	Adventure
43	Wallace & Gromit: The Curse…	2005-10-05	Dreamworks SKG	G	$49,071	7,491	Adventure
44	Alien Adventure	2000-04-14	nWave Pictures	Not Rated	$48,202	7,359	Adventure
1	Spider-Man 3	2007-05-04	Sony Pictures	PG-13	$336,530,303	48,914,288	Adventure
2	Shrek the Third	2007-05-17	Paramount Pictures	PG	$322,719,944	46,906,968	Adventure
3	Pirates of the Caribbean: A…	2007-05-24	Walt Disney	PG-13	$309,420,425	44,973,898	Adventure
4	Harry Potter and the Order …	2007-07-11	Warner Bros.	PG-13	$292,004,738	42,442,549	Adventure
5	Ratatouille	2007-06-29	Walt Disney	G	$206,445,654	30,006,635	Adventure
6	The Simpsons Movie	2007-07-27	20th Century Fox	PG-13	$183,135,014	26,618,461	Adventure
7	National Treasure: Book of …	2007-12-21	Walt Disney	PG	$170,870,795	24,835,871	Adventure
8	Alvin and the Chipmunks	2007-12-14	20th Century Fox	PG	$153,632,443	22,330,297	Adventure
9	Night at the Museum	2006-12-22	20th Century Fox	PG	$135,041,114	19,628,068	Adventure
10	Bee Movie	2007-11-02	Paramount Pictures	PG	$124,518,342	18,098,596	Adventure
11	Ocean's Thirteen	2007-06-08	Warner Bros.	PG-13	$117,144,465	17,026,811	Adventure
12	Meet the Robinsons	2007-03-30	Walt Disney	G	$97,822,171	14,218,338	Adventure
13	Beowulf	2007-11-16	Paramount Pictures	PG-13	$81,205,200	11,803,081	Adventure
14	The Golden Compass	2007-12-07	New Line	PG-13	$65,664,496	9,544,258	Adventure
15	Surf’s Up	2007-06-08	Sony Pictures	PG	$58,867,694	8,556,350	Adventure
16	Underdog	2007-08-03	Walt Disney	PG	$43,760,605	6,360,553	Adventure
17	Stardust	2007-08-10	Paramount Pictures	PG-13	$38,634,938	5,615,543	Adventure
18	Mr. Bean’s Holiday	2007-08-24	Universal	G	$33,302,167	4,840,431	Adventure
19	The Water Horse: Legend of …	2007-12-25	Sony Pictures	PG	$30,823,470	4,480,155	Adventure
20	Happy Feet	2006-11-17	Warner Bros.	PG	$22,032,690	3,202,425	Adventure
21	The Last Mimzy	2007-03-23	New Line	PG	$21,471,047	3,120,791	Adventure
22	Eragon	2006-12-15	20th Century Fox	PG	$18,609,729	2,704,902	Adventure
23	Happily N'Ever After	2007-01-05	Lionsgate	PG	$15,849,032	2,303,638	Adventure
24	Arthur et les Minimoys	2007-01-12	Weinstein Co.	PG	$15,132,763	2,199,529	Adventure
25	The Darjeeling Limited	2007-09-29	Fox Searchlight	R	$11,698,660	1,700,387	Adventure
26	The Seeker: The Dark is Rising	2007-10-05	20th Century Fox	PG	$8,794,452	1,278,263	Adventure
27	Flushed Away	2006-11-03	Paramount Pictures	PG	$2,932,553	426,243	Adventure
28	The Polar Express	2004-11-10	Warner Bros.	G	$2,601,536	378,130	Adventure
29	Santa vs. The Snowman	2002-11-06	IMAX Films	Not Rated	$2,090,777	303,892	Adventure
30	Unaccompanied Minors	2006-12-08	Warner Bros.	PG	$1,661,491	241,495	Adventure
31	The Ten Commandments	2007-10-19	Rocky Mountain Pi…	PG	$952,820	138,491	Adventure
32	The Santa Clause 3: The Esc…	2006-11-03	Walt Disney	G	$951,075	138,237	Adventure
33	T-Rex: Back to the Cretaceous	1998-10-23	IMAX Films	Not Rated	$862,313	125,336	Adventure
34	Haunted Castle	2001-03-02	nWave Pictures	PG	$617,742	89,788	Adventure
35	Romeo & Juliet: Sealed with…	2006-10-27	Indican Pictures	G	$288,703	41,962	Adventure
36	Passage to Zarahemla	2007-10-12	Somerset Films	PG-13	$242,444	35,238	Adventure
37	Dus Kahaniyaan	2007-12-07	Eros Entertainment	Not Rated	$219,071	31,841	Adventure
38	The Holy Mountain	1973-11-29	Abkco Films	Not Rated	$56,479	8,209	Adventure
1	Iron Man	2008-05-02	Paramount Pictures	PG-13	$318,412,101	44,347,089	Adventure
2	Indiana Jones and the Kingd…	2008-05-22	Paramount Pictures	PG-13	$317,101,119	44,164,501	Adventure
3	WALL-E	2008-06-27	Walt Disney	G	$223,806,889	31,170,876	Adventure
4	Kung Fu Panda	2008-06-06	Paramount Pictures	PG	$215,434,591	30,004,818	Adventure
5	Madagascar: Escape 2 Africa	2008-11-07	Paramount Pictures	PG	$177,016,810	24,654,152	Adventure
6	Horton Hears a Who	2008-03-14	20th Century Fox	G	$154,529,439	21,522,206	Adventure
7	The Chronicles of Narnia: P…	2008-05-16	Walt Disney	PG	$141,621,490	19,724,441	Adventure
8	The Incredible Hulk	2008-06-13	Universal	PG-13	$134,806,913	18,775,336	Adventure
9	Bolt	2008-11-21	Walt Disney	PG	$109,917,145	15,308,795	Adventure
10	The Mummy: Tomb of the Drag…	2008-08-01	Universal	PG-13	$102,491,776	14,274,621	Adventure
11	Journey to the Center of th…	2008-07-11	Warner Bros.	PG	$101,704,370	14,164,954	Adventure
12	10,000 B.C.	2008-03-07	Warner Bros.	PG-13	$94,784,201	13,201,142	Adventure
13	Beverly Hills Chihuahua	2008-10-03	Walt Disney	PG	$93,778,953	13,061,136	Adventure
14	Bedtime Stories	2008-12-25	Walt Disney	PG	$85,539,168	11,913,533	Adventure
15	Jumper	2008-02-14	20th Century Fox	PG-13	$80,172,128	11,166,035	Adventure
16	The Day the Earth Stood Still	2008-12-12	20th Century Fox	PG-13	$74,424,256	10,365,495	Adventure
17	The Spiderwick Chronicles	2008-02-14	Paramount Pictures	PG	$71,195,053	9,915,746	Adventure
18	Fool’s Gold	2008-02-08	Warner Bros.	PG-13	$70,231,041	9,781,482	Adventure
19	Alvin and the Chipmunks	2007-12-14	20th Century Fox	PG	$63,694,531	8,871,105	Adventure
20	National Treasure: Book of …	2007-12-21	Walt Disney	PG	$49,090,706	6,837,145	Adventure
21	Nim's Island	2008-04-04	20th Century Fox	PG	$48,006,762	6,686,179	Adventure
22	College Road Trip	2008-03-07	Walt Disney	G	$45,610,425	6,352,427	Adventure
23	The Sisterhood of the Trave…	2008-08-06	Warner Bros.	PG-13	$44,089,964	6,140,664	Adventure
24	The Tale of Despereaux	2008-12-19	Universal	G	$43,661,775	6,081,027	Adventure
25	Star Wars: The Clone Wars	2008-08-15	Warner Bros.	PG	$35,161,554	4,897,152	Adventure
26	Space Chimps	2008-07-18	20th Century Fox	G	$30,105,968	4,193,032	Adventure
27	Igor	2008-09-19	MGM	PG	$19,447,221	2,708,527	Adventure
28	The Pirates Who Don't Do An…	2008-01-11	Universal	G	$12,981,269	1,807,976	Adventure
29	Fly Me To the Moon	2008-08-15	Summit Entertainment	G	$12,564,415	1,749,918	Adventure
30	Meet Dave	2008-07-11	20th Century Fox	PG	$11,803,254	1,643,907	Adventure
31	The Water Horse: Legend of …	2007-12-25	Sony Pictures	PG	$9,589,347	1,335,563	Adventure
32	City of Ember	2008-10-10	20th Century Fox	PG	$7,862,312	1,095,030	Adventure
33	The Golden Compass	2007-12-07	New Line	PG-13	$4,443,232	618,834	Adventure
34	Bee Movie	2007-11-02	Paramount Pictures	PG	$2,112,935	294,281	Adventure
35	The Polar Express	2004-11-10	Warner Bros.	G	$1,862,997	259,470	Adventure
36	Beowulf	2007-11-16	Paramount Pictures	PG-13	$1,075,379	149,774	Adventure
37	Astérix aux Jeux Olympiques	2008-07-04		Not Rated	$999,811	139,249	Adventure
38	Delgo	2008-12-12	Freestyle Releasing	PG	$915,840	127,554	Adventure
39	Heroes	2008-10-24	Eros Entertainment	R	$655,538	91,300	Adventure
40	Santa vs. The Snowman	2002-11-06	IMAX Films	Not Rated	$514,912	71,714	Adventure
41	Drona	2008-10-03	Eros Entertainment	Not Rated	$475,104	66,170	Adventure
42	C'est pas moi, je le jure!	2008-09-26		Not Rated	$235,027	32,733	Adventure
43	長江七號 (CJ7)	2008-03-07	Sony Pictures Cla…	PG	$206,678	28,785	Adventure
44	The Darjeeling Limited	2007-09-29	Fox Searchlight	R	$204,055	28,420	Adventure
45	The Flyboys	2008-08-15	Self Distributed	PG-13	$144,110	20,071	Adventure
46	Haunted Castle	2001-03-02	nWave Pictures	PG	$139,720	19,459	Adventure
47	Christmas in Wonderland	2007-11-09	Yari Film Group R…	PG	$78,566	10,942	Adventure
48	A Plumm Summer	2008-04-25	Freestyle Releasing	PG	$60,668	8,449	Adventure
49	Roadside Romeo	2008-10-24	Yash Raj Films	Not Rated	$55,202	7,688	Adventure
50	Blue Gap Boy'z	2008-11-07	Better World Dist…	Not Rated	$51,576	7,183	Adventure
51	Passage to Zarahemla	2007-10-12	Somerset Films	PG-13	$47,935	6,676	Adventure
52	Mission Istaanbul	2008-07-25	Raja Cinema	Not Rated	$29,269	4,076	Adventure
53	One Piece: Episode of Alaba…	2008-02-07	The Bigger Picture	Not Rated	$6,587	917	Adventure
54	Solar Flare	2008-06-06	Regent Releasing	PG-13	$4,098	570	Adventure
55	Camille	2008-11-14	A-Mark Entertainment	PG-13	$3,849	536	Adventure
56	The Holy Mountain	1973-11-29	Abkco Films	Not Rated	$3,755	522	Adventure
1	Harry Potter and the Half-B…	2009-07-15	Warner Bros.	PG	$301,959,197	40,261,226	Adventure
2	Up	2009-05-29	Walt Disney	PG	$293,004,164	39,067,222	Adventure
3	Star Trek	2009-05-08	Paramount Pictures	PG-13	$257,730,019	34,364,003	Adventure
4	Monsters vs. Aliens	2009-03-27	Paramount Pictures	PG	$198,351,526	26,446,870	Adventure
5	Ice Age: Dawn of the Dinosaurs	2009-07-01	20th Century Fox	PG	$196,573,705	26,209,827	Adventure
6	Night at the Museum: Battle…	2009-05-22	20th Century Fox	PG	$177,243,721	23,632,496	Adventure
7	Alvin and the Chipmunks: Th…	2009-12-23	20th Century Fox	PG	$155,916,935	20,788,925	Adventure
8	Paul Blart: Mall Cop	2009-01-16	Sony Pictures	PG	$146,336,178	19,511,490	Adventure
9	Sherlock Holmes	2009-12-25	Warner Bros.	PG-13	$138,715,437	18,495,392	Adventure
10	Cloudy with a Chance of Mea…	2009-09-18	Sony Pictures	PG	$124,264,907	16,568,654	Adventure
11	G-Force	2009-07-24	Walt Disney	PG	$119,436,770	15,924,903	Adventure
12	The Princess and the Frog	2009-11-25	Walt Disney	G	$85,859,339	11,447,912	Adventure
13	Where the Wild Things Are	2009-10-16	Warner Bros.	PG	$76,566,491	10,208,865	Adventure
14	Coraline	2009-02-06	Focus Features	PG	$75,286,229	10,038,163	Adventure
15	Hotel for Dogs	2009-01-16	Paramount Pictures	PG	$73,178,547	9,757,140	Adventure
16	Race to Witch Mountain	2009-03-13	Walt Disney	PG	$67,172,594	8,956,346	Adventure
17	Planet 51	2009-11-20	Sony Pictures	PG	$39,570,569	5,276,075	Adventure
18	The Pink Panther 2	2009-02-06	Sony Pictures	PG	$35,922,978	4,789,730	Adventure
19	9	2009-09-09	Focus Features	PG-13	$31,749,894	4,233,319	Adventure
20	Toy Story 3D Double Feature	2009-10-02	Walt Disney	G	$30,702,446	4,093,659	Adventure
21	Aliens in the Attic	2009-07-31	20th Century Fox	PG	$25,200,412	3,360,055	Adventure
22	Bedtime Stories	2008-12-25	Walt Disney	PG	$24,562,807	3,275,041	Adventure
23	Shorts	2009-08-21	Warner Bros.	PG	$20,919,166	2,789,222	Adventure
24	Astro Boy	2009-10-23	Summit Entertainment	PG	$19,452,359	2,593,647	Adventure
25	Fantastic Mr. Fox	2009-11-13	20th Century Fox	PG	$19,123,189	2,549,759	Adventure
26	Inkheart	2009-01-23	Warner Bros.	PG	$17,303,424	2,307,123	Adventure
27	Imagine That	2009-06-12	Paramount Pictures	PG	$16,222,392	2,162,986	Adventure
28	Gake no ue no Ponyo	2009-08-14	Walt Disney	G	$15,090,399	2,012,053	Adventure
29	Dragonball Evolution	2009-04-10	20th Century Fox	PG	$9,362,785	1,248,371	Adventure
30	The Tale of Despereaux	2008-12-19	Universal	G	$7,215,370	962,049	Adventure
31	The Day the Earth Stood Still	2008-12-12	20th Century Fox	PG-13	$4,942,722	659,030	Adventure
32	Bolt	2008-11-21	Walt Disney	PG	$4,136,434	551,525	Adventure
33	Madagascar: Escape 2 Africa	2008-11-07	Paramount Pictures	PG	$3,158,070	421,076	Adventure
34	Fly Me To the Moon	2008-08-15	Summit Entertainment	G	$1,979,528	263,937	Adventure
35	Battle for Terra	2009-05-01	Roadside Attractions	PG	$1,647,083	219,611	Adventure
36	The Imaginarium of Doctor P…	2009-12-25	Sony Pictures Cla…	PG-13	$1,029,821	137,309	Adventure
37	Beverly Hills Chihuahua	2008-10-03	Walt Disney	PG	$735,449	98,060	Adventure
38	The Polar Express	2004-11-10	Warner Bros.	G	$517,658	69,021	Adventure
39	El delfín: La historia de u…	2010-12-07		PG	$118,012	15,735	Adventure
40	Evangerion shin gekijôban: Jo	2009-07-03	Eleven Arts	PG-13	$107,797	14,372	Adventure
41	Igor	2008-09-19	MGM	PG	$81,381	10,851	Adventure
42	Super Capers	2009-03-20	Roadside Attractions	PG	$30,955	4,127	Adventure
43	Severed Ways: The Norse Dis…	2009-03-13	Magnolia Pictures	Not Rated	$18,728	2,497	Adventure
44	A Town Called Panic	2009-12-16	Zeitgeist	Not Rated	$17,542	2,338	Adventure
45	Santa vs. The Snowman	2002-11-06	IMAX Films	Not Rated	$10,708	1,427	Adventure
46	City of Ember	2008-10-10	20th Century Fox	PG	$10,695	1,426	Adventure
47	Confessions of a Ex-Doofus-…	2009-08-14	Self Distributed	Not Rated	$2,310	308	Adventure
48	WALL-E	2008-06-27	Walt Disney	G	$1,275	170	Adventure
1	Toy Story 3	2010-06-18	Walt Disney	G	$415,004,880	52,598,844	Adventure
2	Alice in Wonderland	2010-03-05	Walt Disney	PG	$334,191,110	42,356,287	Adventure
3	Harry Potter and the Deathl…	2010-11-19	Warner Bros.	PG-13	$283,533,215	35,935,769	Adventure
4	Despicable Me	2010-07-09	Universal	PG	$251,203,225	31,838,178	Adventure
5	Shrek Forever After	2010-05-21	Paramount Pictures	PG	$238,736,787	30,258,148	Adventure
6	How to Train Your Dragon	2010-03-26	Paramount Pictures	PG	$217,581,231	27,576,835	Adventure
7	Megamind	2010-11-05	Paramount Pictures	PG	$144,192,018	18,275,287	Adventure
8	The Last Airbender	2010-07-01	Paramount Pictures	PG	$131,772,187	16,701,164	Adventure
9	Tron: Legacy	2010-12-17	Walt Disney	PG	$131,304,844	16,641,932	Adventure
10	Percy Jackson & the Olympia…	2010-02-12	20th Century Fox	PG	$88,768,303	11,250,735	Adventure
11	The Chronicles of Narnia: T…	2010-12-10	20th Century Fox	PG	$86,926,397	11,017,287	Adventure
12	Sherlock Holmes	2009-12-25	Warner Bros.	PG-13	$70,313,242	8,911,691	Adventure
13	Yogi Bear	2010-12-17	Warner Bros.	PG	$65,755,336	8,334,010	Adventure
14	Diary of a Wimpy Kid	2010-03-19	20th Century Fox	PG	$64,003,625	8,111,993	Adventure
15	Alvin and the Chipmunks: Th…	2009-12-23	20th Century Fox	PG	$63,697,677	8,073,216	Adventure
16	The Sorcerer's Apprentice	2010-07-14	Walt Disney	PG	$63,150,991	8,003,927	Adventure
17	Tooth Fairy	2010-01-22	20th Century Fox	PG	$60,022,256	7,607,384	Adventure
18	Legend of the Guardians: Th…	2010-09-24	Warner Bros.	PG	$55,549,823	7,040,535	Adventure
19	Cats & Dogs: The Revenge of…	2010-07-30	Warner Bros.	PG	$43,585,753	5,524,177	Adventure
20	Marmaduke	2010-06-04	20th Century Fox	PG	$33,644,788	4,264,232	Adventure
21	Nanny McPhee and the Big Bang	2010-08-20	Universal	PG	$29,197,642	3,700,588	Adventure
22	Gulliver's Travels	2010-12-25	20th Century Fox	PG	$27,454,506	3,479,659	Adventure
23	Ramona and Beezus	2010-07-23	20th Century Fox	G	$26,167,002	3,316,477	Adventure
24	Alpha and Omega	2010-09-17	Lionsgate	PG	$25,107,267	3,182,163	Adventure
25	The Spy Next Door	2010-01-15	Lionsgate	PG	$24,307,106	3,080,748	Adventure
26	The Princess and the Frog	2009-11-25	Walt Disney	G	$18,541,560	2,350,007	Adventure
27	Furry Vengeance	2010-04-30	Summit Entertainment	PG	$17,630,465	2,234,533	Adventure
28	The Imaginarium of Doctor P…	2009-12-25	Sony Pictures Cla…	PG-13	$6,659,786	844,079	Adventure
29	Planet 51	2009-11-20	Sony Pictures	PG	$2,623,491	332,508	Adventure
30	Fantastic Mr. Fox	2009-11-13	20th Century Fox	PG	$1,879,730	238,242	Adventure
31	The Secret of Kells	2010-03-05	GKIDS	Not Rated	$690,290	87,489	Adventure
32	The Polar Express	2004-11-10	Warner Bros.	G	$672,796	85,272	Adventure
33	Where the Wild Things Are	2009-10-16	Warner Bros.	PG	$666,976	84,534	Adventure
34	Cloudy with a Chance of Mea…	2009-09-18	Sony Pictures	PG	$605,368	76,726	Adventure
35	Arthur and the War of Two W…	2010-12-31		PG	$347,136	43,996	Adventure
36	Le Petit Nicolas	2010-02-19		Not Rated	$201,857	25,583	Adventure
37	Iron Man	2008-05-02	Paramount Pictures	PG-13	$192,025	24,338	Adventure
38	A Town Called Panic	2009-12-16	Zeitgeist	Not Rated	$147,967	18,753	Adventure
39	L'illusionniste	2010-12-25	Sony Pictures Cla…	PG	$123,476	15,649	Adventure
40	Astro Boy	2009-10-23	Summit Entertainment	PG	$98,708	12,511	Adventure
41	Gedo Senki (Tales from Eart…	2010-08-13	Walt Disney	PG-13	$48,658	6,167	Adventure
42	Terkel i knibe	2010-03-26		Not Rated	$40,621	5,148	Adventure
43	Samâ uôzu	2010-12-24	GKIDS	PG-13	$15,623	1,980	Adventure
1	Harry Potter and the Deathl…	2011-07-15	Warner Bros.	PG-13	$381,011,219	48,046,812	Adventure
2	Pirates of the Caribbean: O…	2011-05-20	Walt Disney	PG-13	$241,071,802	30,399,975	Adventure
3	Cars 2	2011-06-24	Walt Disney	G	$191,450,875	24,142,607	Adventure
4	Rise of the Planet of the Apes	2011-08-05	20th Century Fox	PG-13	$176,760,185	22,290,061	Adventure
5	Kung Fu Panda 2	2011-05-26	Paramount Pictures	PG	$165,249,063	20,838,469	Adventure
6	Puss in Boots	2011-10-28	Paramount Pictures	PG	$145,738,327	18,378,099	Adventure
7	Rio	2011-04-15	20th Century Fox	PG	$143,619,809	18,110,947	Adventure
8	The Smurfs	2011-07-29	Sony Pictures	PG	$142,614,158	17,984,130	Adventure
9	Rango	2011-03-04	Paramount Pictures	PG	$123,477,607	15,570,947	Adventure
10	Hop	2011-04-01	Universal	PG	$108,085,305	13,629,925	Adventure
11	Alvin and the Chipmunks: Ch…	2011-12-16	20th Century Fox	G	$97,848,114	12,338,980	Adventure
12	The Lion King	1994-06-15	Walt Disney	G	$94,233,351	11,883,146	Adventure
13	The Muppets	2011-11-23	Walt Disney	PG	$82,529,452	10,407,244	Adventure
14	Mr. Poppers's Penguins	2011-06-17	20th Century Fox	PG	$68,224,452	8,603,336	Adventure
15	Happy Feet Two	2011-11-18	Warner Bros.	PG	$60,965,866	7,688,003	Adventure
16	I am Number Four	2011-02-18	Walt Disney	PG-13	$55,100,437	6,948,352	Adventure
17	Diary of a Wimpy Kid: Rodri…	2011-03-25	20th Century Fox	PG	$52,698,535	6,645,465	Adventure
18	The Adventures of Tintin	2011-12-21	Paramount Pictures	PG	$51,400,450	6,481,772	Adventure
19	Hugo	2011-11-23	Paramount Pictures	PG	$50,313,495	6,344,703	Adventure
20	Arthur Christmas	2011-11-23	Sony Pictures	PG	$45,820,235	5,778,087	Adventure
21	Tron: Legacy	2010-12-17	Walt Disney	PG	$40,757,919	5,139,712	Adventure
22	Spy Kids: All the Time in t…	2011-08-19	Weinstein/Dimension	PG	$38,536,376	4,859,568	Adventure
23	Yogi Bear	2010-12-17	Warner Bros.	PG	$34,490,675	4,349,392	Adventure
24	Winnie the Pooh	2011-07-15	Walt Disney	G	$26,692,846	3,366,058	Adventure
25	Mars Needs Moms	2011-03-11	Walt Disney	PG	$21,392,758	2,697,699	Adventure
26	The Three Musketeers	2011-10-21	Summit Entertainment	PG-13	$20,377,913	2,569,724	Adventure
27	The Chronicles of Narnia: T…	2010-12-10	20th Century Fox	PG	$17,460,553	2,201,835	Adventure
28	Gulliver's Travels	2010-12-25	20th Century Fox	PG	$15,324,755	1,932,504	Adventure
29	Judy Moody and the Not Bumm…	2011-06-10	Relativity	PG	$15,013,650	1,893,272	Adventure
30	Harry Potter and the Deathl…	2010-11-19	Warner Bros.	PG-13	$12,450,090	1,569,999	Adventure
31	Hoodwinked Too: Hood vs. Evil	2011-04-29	Weinstein Co.	PG	$10,143,779	1,279,165	Adventure
32	Johnny English Reborn	2011-10-21	Universal	PG	$8,406,711	1,060,115	Adventure
33	Megamind	2010-11-05	Paramount Pictures	PG	$4,223,825	532,639	Adventure
34	The Way Back	2011-01-21	Newmarket Films	PG-13	$2,719,296	342,912	Adventure
35	L'illusionniste	2010-12-25	Sony Pictures Cla…	PG	$2,107,998	265,825	Adventure
36	The Lord of the Rings: The …	2003-12-17	New Line	PG-13	$818,580	103,226	Adventure
37	The Lord of the Rings: The …	2001-12-19	New Line	PG-13	$768,580	96,921	Adventure
38	The Lord of the Rings: The …	2002-12-18	New Line	PG-13	$764,607	96,420	Adventure
39	The Polar Express	2004-11-10	Warner Bros.	G	$711,168	89,681	Adventure
40	Arthur et la vengeance de M…	2011-02-25	Alliance Atlantis	PG	$347,136	43,775	Adventure
41	Despicable Me	2010-07-09	Universal	PG	$310,760	39,188	Adventure
42	Legend of the Guardians: Th…	2010-09-24	Warner Bros.	PG	$125,490	15,825	Adventure
43	Samâ uôzu	2010-12-24	GKIDS	PG-13	$62,559	7,888	Adventure
44	Alabama Moon	2011-03-18	Faulkner-McLean E…	PG	$47,305	5,965	Adventure
45	Mia et le Migou	2011-03-25	GKIDS	PG	$16,975	2,140	Adventure
46	OKA!	2011-10-14	Dada Films	Not Rated	$14,083	1,775	Adventure
47	Terkel i knibe	2010-03-26		Not Rated	$6,584	830	Adventure
48	Miss Minoes	2011-12-23	Music Box Films	PG	$5,947	749	Adventure
49	Zokkomon	2011-04-22	Walt Disney	PG	$2,815	354	Adventure
1	The Hobbit: An Unexpected J…	2012-12-14	Warner Bros.	PG-13	$263,834,893	33,145,087	Adventure
2	The Amazing Spider-Man	2012-07-03	Sony Pictures	PG-13	$262,030,663	32,918,425	Adventure
3	Brave	2012-06-22	Walt Disney	PG	$237,277,071	29,808,677	Adventure
4	Madagascar 3: Europe's Most…	2012-06-08	Paramount Pictures	PG	$216,391,482	27,184,859	Adventure
5	Dr. Seuss’ The Lorax	2012-03-02	Universal	PG	$214,030,500	26,888,253	Adventure
6	Men in Black 3	2012-05-25	Sony Pictures	PG-13	$179,020,854	22,490,057	Adventure
7	Wreck-It Ralph	2012-11-02	Walt Disney	PG	$178,501,640	22,424,829	Adventure
8	Ice Age: Continental Drift	2012-07-13	20th Century Fox	PG	$161,204,082	20,251,769	Adventure
9	Snow White and the Huntsman	2012-06-01	Universal	PG-13	$155,136,755	19,489,542	Adventure
10	Hotel Transylvania	2012-09-28	Sony Pictures	PG	$146,172,361	18,363,361	Adventure
11	Journey 2: The Mysterious I…	2012-02-10	Warner Bros.	PG	$103,860,290	13,047,775	Adventure
12	Rise of the Guardians	2012-11-21	Paramount Pictures	PG	$97,227,667	12,214,531	Adventure
13	Wrath of the Titans	2012-03-30	Warner Bros.	PG-13	$83,670,083	10,511,316	Adventure
14	John Carter	2012-03-09	Walt Disney	PG-13	$73,058,679	9,178,226	Adventure
15	Mirror Mirror	2012-03-30	Relativity	PG	$64,935,167	8,157,684	Adventure
16	ParaNorman	2012-08-17	Focus Features	PG	$56,003,051	7,035,559	Adventure
17	Parental Guidance	2012-12-25	20th Century Fox	PG	$52,339,698	6,575,338	Adventure
18	Diary of a Wimpy Kid: Dog Days	2012-08-03	20th Century Fox	PG	$49,008,662	6,156,867	Adventure
19	Star Wars Ep. I: The Phanto…	1999-05-19	20th Century Fox	PG	$43,456,382	5,459,344	Adventure
20	Finding Nemo	2003-05-30	Walt Disney	G	$40,795,794	5,125,099	Adventure
21	Alvin and the Chipmunks: Ch…	2011-12-16	20th Century Fox	G	$35,259,275	4,429,557	Adventure
22	Frankenweenie	2012-10-05	Walt Disney	PG	$34,933,733	4,388,659	Adventure
23	The Pirates! Band of Misfits	2012-04-27	Sony Pictures	PG	$31,051,126	3,900,895	Adventure
24	Monsters, Inc.	2001-11-02	Walt Disney	G	$27,978,476	3,514,883	Adventure
25	The Adventures of Tintin	2011-12-21	Paramount Pictures	PG	$26,191,381	3,290,374	Adventure
26	Hugo	2011-11-23	Paramount Pictures	PG	$23,551,012	2,958,669	Adventure
27	Kari gurashi no Arietti	2012-02-17	Walt Disney	G	$19,192,510	2,411,119	Adventure
28	The Muppets	2011-11-23	Walt Disney	PG	$6,096,470	765,888	Adventure
29	Puss in Boots	2011-10-28	Paramount Pictures	PG	$3,522,177	442,484	Adventure
30	Raiders of the Lost Ark	1981-06-12	Paramount Pictures	PG	$3,125,613	392,664	Adventure
31	Happy Feet Two	2011-11-18	Warner Bros.	PG	$3,040,600	381,984	Adventure
32	The Oogieloves in the BIG B…	2012-08-29	Kenn Viselman Pre…	G	$1,065,907	133,907	Adventure
33	Arthur Christmas	2011-11-23	Sony Pictures	PG	$642,234	80,682	Adventure
34	The Polar Express	2004-11-10	Warner Bros.	G	$545,345	68,510	Adventure
35	Une vie de chat	2012-02-24	Mongrel Media	PG	$287,709	36,144	Adventure
36	Hagane no renkinjutsushi: M…	2012-01-20	Eleven Arts	Not Rated	$178,000	22,361	Adventure
37	Na pude	2012-09-07	Hannover House	PG	$64,918	8,155	Adventure
38	La nouvelle guerre des boutons	2012-10-12	Weinstein Co.	Not Rated	$45,602	5,728	Adventure
39	Le Voyage dans la Lune	1902-10-04		Not Rated	$45,353	5,697	Adventure
40	The Lion King	1994-06-15	Walt Disney	G	$7,284	915	Adventure
41	Le chat du rabbin	2012-12-07	GKIDS	Not Rated	$4,301	540	Adventure
42	OKA!	2011-10-14	Dada Films	Not Rated	$4,281	537	Adventure
43	Miss Minoes	2011-12-23	Music Box Films	PG	$4,242	532	Adventure
44	Terkel i knibe	2010-03-26		Not Rated	$3,259	409	Adventure
1	The Hunger Games: Catching …	2013-11-22	Lionsgate	PG-13	$407,139,699	50,078,683	Adventure
2	Despicable Me 2	2013-07-03	Universal	PG	$367,956,735	45,259,130	Adventure
3	Monsters University	2013-06-21	Walt Disney	G	$268,488,329	33,024,394	Adventure
4	Oz the Great and Powerful	2013-03-08	Walt Disney	PG	$234,770,996	28,877,121	Adventure
5	The Hobbit: The Desolation …	2013-12-13	Warner Bros.	PG-13	$228,934,309	28,159,201	Adventure
6	Star Trek Into Darkness	2013-05-16	Paramount Pictures	PG-13	$228,778,661	28,140,056	Adventure
7	The Croods	2013-03-22	20th Century Fox	PG	$187,168,425	23,021,946	Adventure
8	Cloudy with a Chance of Mea…	2013-09-27	Sony Pictures	PG	$117,614,237	14,466,695	Adventure
9	Epic	2013-05-24	20th Century Fox	PG	$107,518,682	13,224,930	Adventure
10	Disney Planes	2013-08-09	Walt Disney	PG	$90,282,580	11,104,868	Adventure
11	Turbo	2013-07-17	20th Century Fox	PG	$83,028,130	10,212,562	Adventure
12	The Smurfs 2	2013-07-31	Sony Pictures	PG	$71,017,784	8,735,274	Adventure
13	Percy Jackson: Sea of Monsters	2013-08-07	20th Century Fox	PG	$68,518,210	8,427,824	Adventure
14	Jack the Giant Slayer	2013-03-01	Warner Bros.	PG-13	$65,187,603	8,018,155	Adventure
